"logS","smiles","Category","id"
-1.52,"Nc1ccccc1Cl","no soluble",368
0.01,"NNC(=O)c1ccncc1","soluble",1078
-1.58,"O=C(C)Nc1ccc(cc1)C=O","no soluble",3186
-2.32,"CC1(C)C2CCC1(C)C(O)C2","no soluble",1365
-3.383,"O=C(NC(=O)c1cccnc1)Nc1ccccc1","no soluble",2168
-2.42,"Oc1cccc2cccnc12","no soluble",631
-2.658,"O=C1NC(=O)NC(=O)C1(CC)CCC(C)C","no soluble",4549
-3.4,"CCSC(=O)N(CC)C1CCCCC1 ","no soluble",4267
-1.41,"Cc1ccc(O)cc1C","no soluble",1348
-3.79,"Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O","no soluble",4638
-0.44,"C1C(O)CCCC1","soluble",3045
-5.332,"CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1","no soluble",2709
-2,"ClC(C)(Cl)Cl","no soluble",3261
-4.9,"CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ","no soluble",4701
-2.57,"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O","no soluble",793
-3.222,"Cc1ccc(-n2ccc(=O)c(O)c2C)cc1","no soluble",1921
-1.357,"CCSC(CCC(SCC)C(=O)O)C(=O)O","no soluble",2003
-2.46,"CC(C)=CCCC(C)=CCO","no soluble",1443
-2.824,"CCCCCCC(CCC)(CCC)C(=O)NO","no soluble",2225
-1.98,"Oc2cccc1ccccc12","no soluble",4773
-7.66,"Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl","no soluble",251
-1.08,"CCCCC(C)(C)O","no soluble",1395
-1.55,"CSc1cnc2ncncc2n1","no soluble",1577
-2.92,"Cc1ccccc1-n1c(C)nc2ccccc2c1=O","no soluble",726
-3.223,"CCOC(=O)c1ccc(O)c(Cl)c1","no soluble",2320
-3,"Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]","no soluble",850
-2.029,"COc1ccc2nccc(C(O)C3CC4CCN3CC4C(=O)O)c2c1","no soluble",2887
-3.43,"CN(C(=O)Nc1cccc(c1)C(F)(F)F)C","no soluble",3489
-4.29,"CCc1ccc2ccccc2c1","no soluble",157
-3.58,"Nc1nc2[nH]cnc2c(=O)[nH]1","no soluble",772
-3.622,"CCCCCC(=O)OCSc1ncnc2[nH]cnc12","no soluble",2762
-1.573,"COCCN(CCOC)C(=O)COC(=O)c1ccccc1","no soluble",2760
-3.6,"COc1c2ccoc2cc2oc(=O)ccc12","no soluble",2125
-3.67,"c1c2ccccc2[nH0]c2c1cccc2","no soluble",4000
-2.832,"O=C(O)C(Oc1ccccc1Cl)Oc1ccccc1Cl","no soluble",2199
-1.28,"CCCCCOC(=O)CC","no soluble",1204
-3.75,"C1=C2CCC3C4CCC(C4(C)CCC3C2(C)CCC1=O)C(CO)=O","no soluble",4007
-2.28,"O=C1NC(=O)C([N+](=O)[O-])C(=O)N1","no soluble",887
-1.1196,"CC(C)CNCc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1","no soluble",2938
-0.55,"O=C(C)OC(C)C","no soluble",3793
-4.12,"CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O","no soluble",4487
-0.17,"OC1CC(O)C(O)C(O)C1O","soluble",1388
-4.28,"C1=C2CC(C3C(CCC4(C)C3CCC43CCC(=O)O3)C2(C)CCC1=O)SC(C)=O","no soluble",4039
-8.49,"c1ccc2cc3c4cccc5cccc(c3cc2c1)c45","no soluble",4391
-6.22,"Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1","no soluble",1781
-3.12,"O=C1C=2C(CC3C(C(=C(C(C3(C2O)O)=O)C(N)=O)O)N(C)C)C(C)(c2cccc(c21)O)O","no soluble",3437
-5.33,"CCCCCCCCCCCCCC(=O)O","no soluble",1496
-4.89,"CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1","no soluble",425
-1.75,"CCCCC(=O)OCC","no soluble",1242
-1.22,"Cc1ncc(N(=O)=O)n1CCO","no soluble",4506
-4.44,"C=CCCCCCC","no soluble",142
-4.88,"CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl","no soluble",4635
-1.345,"CC(=O)c1c(C)ncc(C(=O)O)c1C(=O)O","no soluble",2145
-10.13,"Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl","no soluble",1730
-2.7,"Nc1ccc(cc1)c2ccc(N)cc2","no soluble",4430
-7.92,"c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2","no soluble",4565
-2.86,"NC(Cc1cc(I)c(O)c(I)c1)C(=O)O","no soluble",590
-3.86,"O=C2NC(=O)NC2(c1ccccc1)c3ccccc3","no soluble",4779
-1.01,"OC(CNC(C)(C)C)COc1cccc2c1C[C@H](O)[C@H](O)C2","no soluble",4791
-0.435,"O=S(=O)(N1CCCC1)N1CCCC1","soluble",2561
-3.14,"O=C1C(=C(C(C2C(C3C(=C(C21O)O)C(c1c(cccc1O)C3(C)O)=O)O)N(C)C)O)C(N)=O","no soluble",3441
-2.297,"CC(=NO)C(=NO)c1ccccc1","no soluble",2150
-5.23,"CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21","no soluble",378
-2.09,"COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43","no soluble",639
-3.81,"CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ","no soluble",4350
0.38,"Cc1cncc(C)c1","soluble",697
-4.61,"O=c1oc(-c2ccccc2)nc2ccccc12","no soluble",902
-3.164,"O=C(O)c1ccc([N+](=O)[O-])c2cccnc12","no soluble",2101
-2.747,"C=CCC(C(=O)NC(N)=O)C(C)C","no soluble",2026
-0.85,"CCC(O)(CC)CC","no soluble",1399
-2.52,"Cn1cnc2c1c(=O)[nH]c(=O)n2C","no soluble",712
-3.8,"Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2","no soluble",4438
-6.21,"Clc1ccc(-c2ccc(Cl)cc2Cl)cc1","no soluble",332
-4.614,"CCCCCCCC(=O)OCSc1ncnc2[nH]cnc12","no soluble",2765
-5.82,"O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","no soluble",837
-1.413,"NC(C(=O)NCC(=O)O)c1ccccc1","no soluble",2305
-0.52,"OCCC(C)C","soluble",3792
-7.53,"CCCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble",2768
-5.05,"CC(C)CCC(C)(C)C","no soluble",115
-1.06,"O=C(CCCCC)O","no soluble",3821
-3.933,"CCC1(CC)C(=O)NC(=O)N(CO)C1=O","no soluble",2729
-3.21,"O=C1C=CC2C(CC(CC3(CC(C(C(CC(C=CC=CC=CC=CCC(C)O1)OC1C(C(C(C(C)O1)O)N)O)O3)C(O)=O)O)O)O)O2","no soluble",3979
-3.37,"OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F","no soluble",544
-2.76,"C1C2CC(C(c3cc[nH0]c4ccc(cc34)OC)O)N(C1)CC2C=C","no soluble",3391
-3.109,"CCCCCCCCCCNCC(O)CO","no soluble",2245
-1.85,"CCCCCCCN","no soluble",988
-4.223,"CCCCCOC(=O)c1ccc(O)c(I)c1","no soluble",2402
-1.4569,"CC(C)CCNCc1cccc(C(=O)c2ccc(S(N)(=O)=O)s2)c1","no soluble",2932
-3.8,"CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21","no soluble",861
-1.04,"OCC(CC)(C)C","no soluble",3818
-1.7,"COc1c(Cl)ccc(Cl)c1C(=O)O","no soluble",253
-2.15,"C1=CC=CCC=C1","no soluble",101
-2.16,"c1ccc2[nH]ncc2c1","no soluble",820
-6.29,"ClC12C3C(C4C(C3Cl)O4)C(C(=C1Cl)Cl)(C2(Cl)Cl)Cl","no soluble",4091
-3.17,"CCCCCCCCC=O","no soluble",1288
-4.19,"O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl","no soluble",478
-1.75,"ClC=C","no soluble",4515
-3.14,"CC1=C(C(=O)Nc2ccccc2)SCCO1","no soluble",1536
0.81,"c1c(O)cc(cc1)O","soluble",2980
-1.888,"CC(O[N+](=O)[O-])C(C)O[N+](=O)[O-]","no soluble",1984
-3.93,"O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1","no soluble",736
-2.861,"NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1","no soluble",2566
-2.4352,"CN(C)Cc1c[nH]c2ccc(Br)cc12","no soluble",1797
-5.46,"OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl","no soluble",236
-4.12,"CC(C)Cc1ccccc1","no soluble",205
-7.28,"O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F","no soluble",537
-2.82,"CC(C)(c1ccc(O)cc1)c1ccc(O)cc1","no soluble",1353
-3.84,"CCCCCC","no soluble",143
-3.187,"CC(NC(=O)Cc1ccccc1)c1ccccc1","no soluble",2549
-0.43,"O=C(O)CCI","soluble",608
-2.59,"O=C(CCCC)CCCC","no soluble",3936
-11.62,"Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl","no soluble",239
-6.14,"CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC","no soluble",1201
-3.26,"COC(=O)c1cc(Cl)cc(N)c1Cl","no soluble",309
-2.21,"CCC1(C(C)C)C(=O)NC(=O)NC1=O ","no soluble",4504
-3.36,"O=C1C(CC)(C(C)CCC)C(NC(N1)=S)=O","no soluble",3476
-0.29,"c1c(O)c(CO)ccc1","soluble",3036
-2.41,"COC(=O)c1ccc(cc1)OC","no soluble",3335
-3.55,"CCC(C)(C)C","no soluble",118
-0.42,"c1ccccc1C(C(C)NC)O","soluble",3044
-1.92,"Nc1cccc2ccccc12","no soluble",952
-2.93,"O=C1NC(=O)C2C=CC=CC12","no soluble",739
-1.519,"COc1ccc2cc(C(C)C(=O)OCCN3CCNCC3)ccc2c1","no soluble",2857
-2.56,"CC1=C(C(=O)Nc2ccccc2)CCCO1","no soluble",1038
-1.55,"Cc1cccc(C)c1NC(=O)C1CCCCN1C","no soluble",703
-3.6,"c1ccc2ccccc2c1","no soluble",76
-3.75,"CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21","no soluble",377
-2.63,"CCCC(C)Cl","no soluble",514
0.36,"O=c1cccc2n1CC1CNCC2C1","soluble",751
-2.3,"CCCCCCCC(=O)O","no soluble",1503
-2.58,"c1c(OC)c[nH0]c([nH0]1)N[S+2]([O-])(c1ccc(cc1)N)[O-]","no soluble",3360
-3.77,"CC(C)c1ccc(C)cc1","no soluble",4677
-5.47,"CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]","no soluble",839
-2.696,"CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3","no soluble",4311
-0.97,"O=C1c2c(N(C(=O)N1C)C)[nH0]c[nH0]2C","no soluble",3107
-1.936,"O=C(O)C1CN2CCC1CC2C(O)c1ccnc2ccccc12","no soluble",2875
-2.79,"C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)N","no soluble",4885
-1.19,"CCC([N+](=O)[O-])Cl","no soluble",4836
-2.283,"CONC(=O)c1ccc([N+](=O)[O-])cc1","no soluble",2160
-0.82,"CCCC(=O)OC","no soluble",1283
-3.4,"CN(C)CCC=C1c2ccccc2COc2ccccc21","no soluble",920
-5.54,"[S-][P+](SCS[P+]([S-])(OCC)OCC)(OCC)OCC","no soluble",3680
-2.7,"CCCN(CCC)C(=O)SCC","no soluble",1790
-5.87,"Clc1ccc2c(c1)Oc1ccccc1O2","no soluble",1678
-1.04,"C1c2c(cccc2)NC1","no soluble",3113
-3.414,"CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1","no soluble",2309
-8,"CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1","no soluble",571
-3.6,"O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O","no soluble",361
-3.3,"O=C(OCCCCCCCC)N","no soluble",3986
-2.046,"Cc1nnc(-c2ccccc2)c(=O)n1N","no soluble",2705
-3.54,"O=N(=O)c1cccc2ccccc12","no soluble",4630
-3.36,"COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1","no soluble",783
-2.19,"Nc1cccc([N+](=O)[O-])c1","no soluble",872
-1.224,"CN(C)CC(O)c1ccc(Cl)c2ccccc12","no soluble",2509
-8.8,"c12c3cccc1cccc2c1cccc2c1c3ccc2","no soluble",3747
-2.62,"C#CC(C)OC(=O)Nc1cccc(Cl)c1","no soluble",403
-2.7,"[O-][S+2]([O-])(Nc1cccc[nH0]1)c1ccc(cc1)N","no soluble",3946
-0.44,"OC1CCCCC1","soluble",1382
-6.74,"c1ccc2c(c1)c1ccccc1c1ccccc21","no soluble",72
-9.12,"Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl","no soluble",1707
-2.17,"CCOc1ccc(NC(N)=O)cc1","no soluble",1030
-0.97,"Cn1c(=O)c2c(ncn2C)n(C)c1=O","no soluble",711
-4.37,"c1ccc2c(c1)CCCC2","no soluble",91
-4.61,"O=c1nc(-c2ccccc2)oc2ccccc12","no soluble",901
-5.423,"CC1N(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1(C)N","no soluble",2794
-2.22,"c12c(O)cccc1cccc2","no soluble",3295
-8.89,"Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2","no soluble",1760
-3.886,"Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3","no soluble",1865
-5,"COc1cc2cc3c(C)coc3cc2oc1=O","no soluble",2787
-3.52,"Clc1ccc(NC(=O)N(OC)C)cc1Cl","no soluble",4797
-1.92,"c1c(N(C)C)cccc1","no soluble",3248
-4.24,"N#Cc1c(Cl)cccc1Cl","no soluble",280
-2.28,"OC(=O)c1ccccc1c1ccccc1C(O)=O","no soluble",3906
-2.615,"COc1ccc2cc(C(C)C(=O)OCC(O)CO)ccc2c1","no soluble",2778
-4.087,"CCCCCCOC(=O)c1ccc(O)c(Cl)c1","no soluble",2409
-3.51,"[O-][S+2]([O-])(Nc1[nH0]ccc[nH0]1)c1ccc(cc1)N","no soluble",3495
-1.06,"CCCl","no soluble",498
-7.39,"Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ","no soluble",4650
-3.168,"O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ","no soluble",4598
-1.96,"ClC(=CCl)Cl","no soluble",3880
1,"O=C(O)CCCC(O)=O","soluble",2975
-0.13,"CC(C)(C(C(O)=O)N)S","soluble",3023
-5.21,"Clc1cccc(Cl)c1c2ccccc2 ","no soluble",4615
-3.18,"C1CCC=CCC1","no soluble",4697
-0.6,"O=C(C)OCC(COC(C)=O)OC(C)=O","no soluble",3059
-3.957,"CCC1(CC)CCC(=O)N(CO)C1=O","no soluble",2728
-3.177,"O=c1[nH]cnc2nc(-c3ccccc3)c(-c3ccccc3)nc12","no soluble",2307
0.385,"CC(CC(=O)Nc1ccccc1)C(=O)O","soluble",2366
-4.594,"O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3","no soluble",4132
-0.8,"c1c(N)ccc(c1)O","no soluble",3079
-2.148,"O=C1NC(=O)NC(=O)C1(CC)C(C)C","no soluble",4571
-4.632,"CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ","no soluble",4724
-2.63,"CCC1CN2CCC1CC2C(O)c1ccnc2ccccc12","no soluble",704
-1.67,"CCCC(C)(COC(N)=O)COC(N)=O","no soluble",1011
-4.23,"CCOP(=S)(OCC)SCCSCC","no soluble",1662
-3.96,"O(c1ccccc1)c2ccccc2","no soluble",4688
-4.26,"CC(CC(C)C)C","no soluble",3582
-3.509,"Cc1ccc(S(=O)(=O)N(Cl)Cl)cc1","no soluble",1858
-3.6,"c1c2ccccc2ccc1","no soluble",3506
-3.04,"CC(C)Cc1ccc(C(C)C(=O)NO)cc1","no soluble",1083
-0.24,"OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O","soluble",1135
-2.54,"CCC=CC","no soluble",3354
-7.2,"ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ","no soluble",4673
-2.84,"O=C(C)Nc1ccc(cc1)Cl","no soluble",3401
-2.25,"C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]","no soluble",4833
-1.16,"OC(=O)c1cc(c(c(c1)O)O)O","no soluble",3824
-2.07,"Cc2cccc3sc1nncn1c23 ","no soluble",4654
-2.145,"CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21","no soluble",2528
-3.78,"Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C","no soluble",283
-3.75,"CCc1ccc(CC)cc1","no soluble",158
-3.278,"O=S(=O)(c1ccccc1)N(Br)Br","no soluble",1879
-3,"CCC(=O)Nc1ccc(Cl)c(Cl)c1","no soluble",343
-4.19,"CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC","no soluble",505
-2.83,"O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1","no soluble",2698
-2.92,"O=C(N)c1ccccc1C(N)=O","no soluble",3413
-3.23,"C=CCCCC","no soluble",148
-7.33,"ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl","no soluble",232
-3.29,"O=C1c2cc(c(cc2NC(CC)N1)Cl)[S+2](N)([O-])[O-]","no soluble",3985
-0.85,"C=COCC","no soluble",1232
-1.5,"CCCC1CCCCN1","no soluble",762
0.52,"CCC(=O)C","soluble",4204
0.48,"O=C2\C=C(/N(N2c1ccccc1)C)C","soluble",4804
-8.56,"Clc1cc(Cl)c(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1","no soluble",1712
-1.06,"CC1=CC(=O)CC(C)(C)C1","no soluble",1150
-6.73,"c1ccc2c(c1)c3ccccc3c4c2cccc4","no soluble",4825
-6.19,"c1cc2ccc3cccc4ccc(c1)c2c34","no soluble",63
-3,"c1c(NC(=O)CC)cc(c(c1)Cl)Cl","no soluble",3420
-1.34,"CCCOC(C)C","no soluble",1296
-1.13,"O=C1CC(CC(C2CC(C)CC(C)C2=O)O)CC(N1)=O","no soluble",3122
-2.36,"CN(C(=O)NC1CCCCCCC1)C","no soluble",3323
-5.14,"CCCCSP(=O)(SCCCC)SCCCC","no soluble",1660
-8.06,"c1ccc2c(c1)ccc1c3ccccc3ccc21","no soluble",73
0.52,"O=C(C)OC","soluble",3765
-5.66,"COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1","no soluble",1792
-3.4,"c1c2COc3c(C(=CCCN(C)C)c2ccc1)cccc3","no soluble",3485
-2.31,"CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O","no soluble",2866
-4.57,"c1c(O[P+]([S-])(OC)OC)cc(c(c1)SC)C","no soluble",4058
-3.407,"Cc1cccc(N(O)C(=O)CCc2ccccc2)c1","no soluble",2607
-3.124,"NC(CCSSCCC(N)C(=O)O)C(=O)O","no soluble",2005
-1.91,"BrC(Br)Br","no soluble",51
-1.17,"BrCBr","no soluble",34
-1.16,"C=CCC1(C)C(=O)NC(=O)NC1=O","no soluble",805
-2.059,"CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1","no soluble",2113
0.52,"COC(C)=O","soluble",1285
-2.43,"c1c(NC(=O)C2=C(OCC[S+2]2([O-])[O-])C)cccc1","no soluble",3342
-6.08,"CCCCCC1CCCC1","no soluble",102
-6.94,"Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)cc1","no soluble",1756
-2.62,"CCN2c1ncccc1N(C)C(=O)c3cccnc23 ","no soluble",4256
-7.05,"Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl","no soluble",272
-1.23,"OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O","no soluble",668
-0.98,"O=C(C)Nc1ccc(cc1)N","no soluble",3108
-1.589,"NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O","no soluble",2674
-2.57,"NC(Cc1ccc(O)cc1)C(=O)O","no soluble",993
-5.405,"CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1","no soluble",2707
-1.54,"ClC(Cl)Br","no soluble",57
-0.88,"CCl","no soluble",1725
-1.929,"CC(=NNC(=O)c1nccs1)C(=O)O","no soluble",2075
-4.442,"CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1","no soluble",2785
-4.57,"C1=C2CCC3C(CCC4(C)C3CCC4(C#C)O)C2CCC1=O","no soluble",3611
-3.024,"COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1","no soluble",2446
-2.56,"CC=C(C)C","no soluble",200
-3.24,"O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@H](C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4","no soluble",4806
-3.93,"O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12","no soluble",738
-1.64,"O=C1NC(=O)NC(C1(CCCC)CC)=O","no soluble",3202
-2.224,"CCCCCCCCNCC(O)CO","no soluble",2243
-8.4,"c1c(C(F)(F)F)cccc1C(c1ccccc1)(c1ccccc1)[nH0]1c[nH0]c[nH0]1","no soluble",3743
-1.8,"c1c(OC(=O)NC)cc(cc1)C","no soluble",3227
-2.33,"CCCOC(=O)c1ccc(N)cc1","no soluble",972
-3.451,"NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23","no soluble",4727
-2.24,"Cc1c(CCCC)c(O)[nH0]c([nH0]1)N(C)C","no soluble",3301
-1.659,"CC(CCO[N+](=O)[O-])O[N+](=O)[O-]","no soluble",1961
-3.096,"CC(O)C(O)c1cnc2nc(N)[nH]c(=O)c2n1","no soluble",2856
-2.86,"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC","no soluble",982
-1.89,"O=C1NC(=O)C2(CC2)C(=O)N1","no soluble",786
-2.68,"CC(C)N1C(=O)c2ccccc2NS1(=O)=O","no soluble",1549
-2.11,"c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]","no soluble",4805
-3.8,"Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F","no soluble",585
-2.51,"O=C(O)COc1ccc(Cl)cc1Cl","no soluble",338
-4.36,"O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1","no soluble",577
-3.25,"O=C(C)Nc1ccc(cc1)I","no soluble",3456
-0.96,"CCOC(=O)CCC(=O)OCC","no soluble",1244
-0.82,"o1cccc1","no soluble",3085
-1.57,"Cc1cc(O)ccc1Cl","no soluble",318
-0.403,"O=C(O)CC(O)CCC1=CCCC1=O","soluble",2562
-1.6,"COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC","no soluble",950
-1.116,"CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O","no soluble",2886
-4.64,"CCCCCc1ccccc1","no soluble",128
-0.544,"O=C(NCCO)c1cc(O)ccc1O","no soluble",2280
-0.3098,"CC(C)C(N)C(=O)O","soluble",2909
-3.57,"CCN(CC)C(=O)C(C)Oc1cccc2ccccc12","no soluble",931
-2.48,"c1c(N(C(=O)CCl)C(C)C)cccc1","no soluble",3349
-2.62,"O=C(N)OCCCCCCC","no soluble",3370
-3.397,"O=[N+]([O-])OCCCCCCCO[N+](=O)[O-]","no soluble",2095
-2.19,"c1c(N)cccc1[N+]([O-])=O","no soluble",3291
-3.59,"Clc1ccc(Cl)c(Cl)c1","no soluble",335
-2.23,"O=C1NC(=O)N(C)C(C1(CC)CC)=O","no soluble",3299
-2.82,"[O-][S+2]([O-])(c1ccc(cc1)N)c1ccc(cc1)N","no soluble",3400
-4.907,"O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3","no soluble",4446
-3.11,"C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)CCC1=O)=O)(C(CO)=O)O","no soluble",3436
-3.456,"Nc1[nH]c(=O)[nH]c2nc(=O)[nH]c1-2","no soluble",1976
-4.23,"ClC(Cl)=C=C(Cl)C(Cl)Cl","no soluble",1778
-0.12,"[nH0]1c(C)[nH0]c2c([nH0]cc[nH0]2)c1","soluble",3022
-7.42,"Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1","no soluble",288
-0.36,"s1c(N)[nH0]cc1","soluble",3783
-2.31,"ClC(Cl)(Cl)Cl","no soluble",481
1.1,"c1ccnnc1","soluble",833
-3.67,"ClC(C(Cl)(Cl)Cl)(Cl)Cl","no soluble",3516
0.359,"CN(C)c1ncc2nccnc2n1","soluble",1899
-1.493,"CCOc1ccc(C(=O)OCCNC(C)c2ccccc2)cc1","no soluble",2487
-1.6,"ClCC(C)Cl","no soluble",3189
-1.11,"[nH0]1c(OC)[nH0]cc2c1[nH0]cc[nH0]2","no soluble",3119
-8.66,"c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12","no soluble",66
-2.101,"O=C1CC(C(=O)O)Cc2ccccc21","no soluble",1942
-6.7447,"CC1=NS(=O)(=O)c2cc(Cl)ccc2N1","no soluble",1809
-5.56,"Clc1cc(Cl)c(Cl)cc1Cl","no soluble",294
-3.861,"CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1","no soluble",2816
-2.604,"O=C(c1cccc(F)c1)N(O)c1ccccc1","no soluble",2604
-0.63,"Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C","no soluble",831
-4.51,"ClC1C(Cl)C(C(C(C1Cl)Cl)Cl)Cl","no soluble",3607
-2.59,"CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O","no soluble",812
-7.56,"Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","no soluble",1711
-2.08,"CCNc1nc(NC(C)C)nc(OC)n1","no soluble",1071
-1.242,"O=C(O)CC(CSC(=O)O)c1ccccc1","no soluble",2702
-3.021,"COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ","no soluble",4548
-7.82,"Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl","no soluble",259
-3.44,"CCCCCCCCCC(=O)O","no soluble",1499
-5.233,"CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12","no soluble",4385
-6.29,"Clc1ccc(cc1)c2cccc(Cl)c2Cl ","no soluble",4300
-2.155,"NC(=O)c1cccc(S(N)(=O)=O)c1","no soluble",2300
-3.481,"Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21","no soluble",2820
-0.89,"CCC(C)C(C)(C)O","no soluble",1404
-1.91,"O=C(C)Nc1ccc(cc1)OC(C)=O","no soluble",3244
-4.057,"O=c1[nH]c(=O)c2[nH]c(=O)c(=O)[nH]c2[nH]1","no soluble",2100
-1.45,"O=C(O)C1CCCCC1","no soluble",1486
-2.27,"O=C(NC(=O)c1ccccc1)c1ccccc1","no soluble",1074
-2.55,"c1ccccc1C(O)c2ccccc2","no soluble",4379
