"logS","smiles","Category"
-2.72,"CCCCOC(=O)c1ccc(O)cc1","no soluble"
-3.48,"CCCCOC(=O)c1ccccc1","no soluble"
-3.9,"CCCCOC(=O)CCCCCCCCC(=O)OCCCC","no soluble"
-1.24,"CCCCOC(C)=O","no soluble"
-1.62,"CCCOCCC","no soluble"
-0.66,"CCCOCC","no soluble"
-0.39,"CCCOC","soluble"
-0.49,"CCCOC=O","soluble"
-1.78,"CCCOC(=O)c1cc(O)c(O)c(O)c1","no soluble"
-2.67,"CCCOC(=O)c1ccccc1","no soluble"
-1.92,"CCCOC(=O)CCC","no soluble"
-0.82,"CCCOC(=O)CC","no soluble"
-0.72,"CCCOC(C)=O","no soluble"
-1.52,"CC(C)CCOC=O","no soluble"
-3.16,"CC(C)CCOC(=O)c1ccccc1O","no soluble"
-1.92,"CC(=O)OCCC(C)C","no soluble"
-0.77,"CCOCCOCC","no soluble"
-0.71,"OCCOc1ccccc1","no soluble"
-0.42,"CCCCOCCO","soluble"
-2.33,"CCOc1ccccc1","no soluble"
-0.09,"CCOCC","soluble"
-0.85,"C=COCC","no soluble"
0.15,"CCOC=O","soluble"
-2.35,"CCOC(=O)c1ccccc1C(=O)OCC","no soluble"
-2.35,"CCOC(=O)c1ccc(O)cc1","no soluble"
-2.32,"CCOC(=O)c1ccccc1","no soluble"
-4.1,"CCCCCCCCCC(=O)OCC","no soluble"
-3.8,"CCCCCCCCC(=O)OCC","no soluble"
-3.39,"CCCCCCCC(=O)OCC","no soluble"
-2.71,"CCCCCCC(=O)OCC","no soluble"
-2.31,"CCCCCC(=O)OCC","no soluble"
-1.75,"CCCCC(=O)OCC","no soluble"
-1.28,"CCCC(=O)OCC","no soluble"
-0.96,"CCOC(=O)CCC(=O)OCC","no soluble"
-0.66,"CCOC(=O)CC","no soluble"
-0.82,"CCOC(=O)CC(=O)OCC","no soluble"
-0.04,"CCOC(C)=O","soluble"
-0.74,"C=CC(=O)OCC","no soluble"
-3,"CCOC(=O)C=Cc1ccccc1","no soluble"
-6.96,"CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC","no soluble"
-3.13,"C=CCOC(=O)c1ccccc1C(=O)OCC=C","no soluble"
-1.01,"CC(C)COC=O","no soluble"
-4.66,"CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C","no soluble"
-1.21,"CC(=O)OCC(C)C","no soluble"
-1.21,"C=CC(=O)OCC(C)C","no soluble"
-4.63,"CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C","no soluble"
-1.1,"O=C(O)COc1ccccc1","no soluble"
0.48,"COCOC","soluble"
-1.92,"COc1ccc(C=O)c(C(=O)O)c1OC","no soluble"
-1.56,"C=CCc1ccc(O)c(OC)c1","no soluble"
-2.05,"COc1cc(C(=O)O)ccc1O","no soluble"
-1.96,"COc1ccccc1O","no soluble"
-4.16,"COc1ccc2cc(C(C)C(=O)O)ccc2c1","no soluble"
-2.92,"C=CCc1ccc(OC)cc1","no soluble"
-1.49,"COc1ccc(C=O)cc1","no soluble"
-3.13,"CC=Cc1ccc(OC)cc1","no soluble"
-2.41,"COC(=O)c1ccc(OC)cc1","no soluble"
-1.85,"COc1ccccc1","no soluble"
0.58,"COC=O","soluble"
-1.66,"COC(=O)c1ccccc1C(=O)OC","no soluble"
-2.34,"COC(=O)c1ccccc1O","no soluble"
-1.24,"COC(=O)c1cc(O)c(O)c(O)c1","no soluble"
-1.78,"COC(=O)c1ccc(O)cc1","no soluble"
-1.85,"COC(=O)c1ccccc1","no soluble"
-1.2,"COC(=O)C1C2C=CC(C2)C1C(=O)OC","no soluble"
-0.8,"C=C(C)C(=O)OC","no soluble"
-4.69,"CCCCCCCCCCCC(=O)OC","no soluble"
-4.63,"CCCCCCCCCC(=O)OC","no soluble"
-3.38,"CCCCCCCCC(=O)OC","no soluble"
-3.39,"CCCCCCCC(=O)OC","no soluble"
-2,"CCCCCC(=O)OC","no soluble"
-1.36,"CCCCC(=O)OC","no soluble"
-0.82,"CCCC(=O)OC","no soluble"
-0.14,"CCC(=O)OC","soluble"
0.52,"COC(C)=O","soluble"
-0.22,"C=CC(=O)OC","soluble"
-1.19,"O=Cc1ccccc1","no soluble"
-3.17,"CCCCCCCCC=O","no soluble"
-2.36,"CCCCCCCC=O","no soluble"
-1.7,"CCCCCCC=O","no soluble"
-1.3,"CCCCCC=O","no soluble"
-0.85,"CCCCC=O","no soluble"
-0.01,"CCCC=O","soluble"
0.58,"CCC=O","soluble"
-0.6,"CC(=O)OCC(COC(C)=O)OC(C)=O","no soluble"
-1.34,"CCCOC(C)C","no soluble"
-0.55,"CCOC(C)C","no soluble"
-0.06,"COC(C)C","soluble"
-1.1,"CC(C)OC(C)C","no soluble"
-0.63,"CC(C)OC=O","no soluble"
-0.55,"CC(=O)OC(C)C","no soluble"
0.57,"C=CC=O","soluble"
-2.13,"CCCCC(C=O)CC","no soluble"
-1.52,"CCC(C=O)CC","no soluble"
0.32,"CC=CC=O","soluble"
-2.06,"CC(C)=CCCC(C)=CC=O","no soluble"
-2.46,"CCCC=C(C=O)CC","no soluble"
-0.43,"CCOC(C)OCC","soluble"
-2.92,"Oc1cccc2c(O)cccc12","no soluble"
-4.73,"Oc1c2ccccc2cc2ccccc12","no soluble"
-2.78,"O=C1c2ccccc2C(=O)c2c1ccc(O)c2O","no soluble"
-2.22,"Oc1cccc2ccccc12","no soluble"
-4,"CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C","no soluble"
-3.11,"CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO","no soluble"
-5.66,"C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C","no soluble"
-3.99,"CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O","no soluble"
-4.71,"CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C","no soluble"
-5.51,"CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C","no soluble"
-4.3,"CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C","no soluble"
-2.97,"CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO","no soluble"
-4.57,"C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C","no soluble"
-4.3,"C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C","no soluble"
-4.58,"CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C","no soluble"
-4.37,"CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C","no soluble"
-3.21,"CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO","no soluble"
-2.99,"CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12","no soluble"
-4.57,"C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C","no soluble"
-1.43,"Cc1cccc(O)c1C","no soluble"
-2.05,"Cc1cc(C)c(O)c(C)c1","no soluble"
-1.16,"O=C(O)c1cc(O)c(O)c(O)c1","no soluble"
-1.19,"Cc1ccc(O)c(C)c1","no soluble"
-1.54,"Cc1ccc(C)c(O)c1","no soluble"
-2.22,"Cc1ccc(C(C)C)c(O)c1","no soluble"
-2.08,"Cc1ccc(C(C)C)cc1O","no soluble"
-2.59,"CCCCCCc1ccc(O)cc1O","no soluble"
-1.31,"Cc1cccc(C)c1O","no soluble"
-2.39,"Oc1ccccc1-c1ccccc1","no soluble"
-1.36,"CCc1ccccc1O","no soluble"
-0.62,"Cc1ccccc1O","no soluble"
-0.86,"O=Cc1ccccc1O","no soluble"
-1.82,"O=C(O)c1ccccc1O","no soluble"
0.62,"Oc1ccccc1O","soluble"
-5.24,"CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O","no soluble"
-5.28,"CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O","no soluble"
-3.96,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O","no soluble"
-1.99,"Oc1ccc2c(c1)CCCC2","no soluble"
-2.28,"Oc1ccc2ccccc2c1","no soluble"
-1.41,"Cc1ccc(O)cc1C","no soluble"
-1.4,"Cc1cc(C)cc(O)c1","no soluble"
-0.68,"Cc1cccc(O)c1","no soluble"
0.81,"Oc1cccc(O)c1","soluble"
-3.48,"Oc1ccc(-c2ccccc2)cc1","no soluble"
-2.82,"CC(C)(c1ccc(O)cc1)c1ccc(O)cc1","no soluble"
-2.41,"CC(C)(C)c1ccc(O)cc1","no soluble"
-0.7,"Cc1ccc(O)cc1","no soluble"
-4.95,"C=CC(c1ccc(O)cc1)C(C=C)c1ccc(O)cc1","no soluble"
-4.43,"CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1","no soluble"
-0.96,"O=Cc1ccc(O)cc1","no soluble"
-1.41,"O=C(O)c1ccc(O)cc1","no soluble"
-4.07,"CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1","no soluble"
-4.95,"CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1","no soluble"
-0.17,"Oc1ccc(O)cc1","soluble"
0,"Oc1ccccc1","soluble"
-1.73,"O=C1C=CC(O)(c2cc(O)ccc2O)C=C1","no soluble"
-2.32,"CC1(C)C2CCC1(C)C(O)C2","no soluble"
-4.02,"CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12","no soluble"
-4.74,"CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O","no soluble"
-3.37,"CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C","no soluble"
-3.95,"CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C","no soluble"
-4.35,"CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CC(O)C12C","no soluble"
-4.84,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2O","no soluble"
-4.95,"CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O","no soluble"
-3.59,"CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2=O","no soluble"
-3.82,"CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C","no soluble"
-4.35,"CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C","no soluble"
-3.64,"CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C","no soluble"
-3.24,"CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12","no soluble"
-3.85,"CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12","no soluble"
-4.16,"CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O","no soluble"
-4.12,"CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O","no soluble"
-4.65,"CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C","no soluble"
-0.44,"OC1CCCCC1","soluble"
-0.88,"OC1CCCCCC1","no soluble"
-1.29,"OC1CCCCCCC1","no soluble"
-0.88,"CC1CCC(O)CC1","no soluble"
-2.53,"CC1CCC(C(C)C)C(O)C1","no soluble"
-2.47,"CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O","no soluble"
-0.17,"OC1CC(O)C(O)C(O)C1O","soluble"
0.35,"OC1C(O)C(O)C(O)C(O)C1O","soluble"
-2.21,"O=C(O)C(O)(c1ccccc1)c1ccccc1","no soluble"
-1.27,"CCC(C)(O)C(C)(C)C","no soluble"
-0.72,"CC(C)(C)C(C)(C)O","no soluble"
-1.72,"CCCCCC(C)(C)O","no soluble"
-1.6,"CCCCC(C)(O)CC","no soluble"
-1.08,"CCCCC(C)(C)O","no soluble"
-1,"CCCC(C)(O)CC","no soluble"
-0.49,"CCCC(C)(C)O","soluble"
-1.99,"C=CC(C)(O)CCC=C(C)C","no soluble"
-0.85,"CCC(O)(CC)CC","no soluble"
-0.38,"CCC(C)(O)CC","soluble"
0.08,"CCC(C)(C)O","soluble"
-0.92,"CC(C)CC(C)(C)O","no soluble"
0.51,"O=C(O)CC(O)(CC(=O)O)C(=O)O","soluble"
-0.89,"CCC(C)C(C)(C)O","no soluble"
-0.85,"CCC(C)(O)C(C)C","no soluble"
-0.41,"CC(C)C(C)(C)O","soluble"
-0.29,"OCc1ccccc1O","soluble"
-1.2,"Cc1ccc(CO)cc1","no soluble"
-0.4,"OCc1ccccc1","soluble"
-1.52,"CCCC(C)(C)CO","no soluble"
-1.04,"CCC(C)(C)CO","no soluble"
-0.4,"CC(C)(C)CO","soluble"
-0.74,"OCCc1ccccc1","no soluble"
-0.5,"CC(C)(C)CCO","soluble"
-1.38,"OCCCc1ccccc1","no soluble"
-1.55,"CC(C)(C)CCCO","no soluble"
-8.4,"CCCCCCCCCCCCCCCCCCO","no soluble"
-7.26,"CCCCCCCCCCCCCCCCO","no soluble"
-6.35,"CCCCCCCCCCCCCCCO","no soluble"
-6.05,"CCCCCCCCCCCCCCO","no soluble"
-4.67,"CCCCCCCCCCCCO","no soluble"
-3.63,"CCCCCCCCCCO","no soluble"
-3.01,"CCCCCCCCCO","no soluble"
-2.39,"CCCCCCCCO","no soluble"
-1.81,"CCCCCCCO","no soluble"
-1.24,"CCCCCCO","no soluble"
-0.6,"CCCCCO","no soluble"
0,"CCCCO","soluble"
-0.15,"C=CCCCO","soluble"
-1.14,"CC(C)CCCO","no soluble"
0.62,"CCCO","soluble"
-0.72,"CCC(C)CCO","no soluble"
-0.52,"CC(C)CCO","soluble"
1.1,"CCO","soluble"
-0.93,"O=C(O)C(CO)c1ccccc1","no soluble"
-2.11,"CCCCC(CC)CO","no soluble"
-1.11,"CCCC(C)CO","no soluble"
-1.17,"CCC(CC)CO","no soluble"
-0.47,"CCC(C)CO","soluble"
-1.6,"CC(C)CC(C)CO","no soluble"
0.04,"CC(C)CO","soluble"
-0.39,"CC(C)C(C)CO","soluble"
-2.46,"CC(C)=CCCC(C)=CCO","no soluble"
-3.75,"CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12","no soluble"
1.57,"CO","soluble"
-2.55,"OC(c1ccccc1)c1ccccc1","no soluble"
-2.85,"O=C(c1ccccc1)C(O)c1ccccc1","no soluble"
-1.15,"CCC(O)C(C)(C)C","no soluble"
-0.62,"CC(O)C(C)(C)C","no soluble"
-2.52,"OC(Cc1ccccc1)c1ccccc1","no soluble"
-2.94,"CCCCCCCCCC(C)O","no soluble"
-2.74,"CCCCCCCC(C)O","no soluble"
-2.09,"CCCCCCC(C)O","no soluble"
-1.98,"CCCCCC(O)CC","no soluble"
-1.55,"CCCCCC(C)O","no soluble"
-1.47,"CCCCC(O)CC","no soluble"
-0.89,"CCCCC(C)O","no soluble"
-1.4,"CCCC(O)CCC","no soluble"
-0.8,"CCCC(O)CC","no soluble"
-0.29,"CCCC(C)O","soluble"
-0.59,"C=CC(O)CCC","no soluble"
-1.38,"CC(C)CCC(C)O","no soluble"
-0.24,"CCC(O)CC","soluble"
0.43,"CCC(C)O","soluble"
-0.8,"CC(C)CC(C)O","no soluble"
1.12,"OCC(O)CO","soluble"
-0.92,"CC(O)c1ccccc1","no soluble"
0.43,"CC(C)O","soluble"
-1.72,"CCCCC(C)C(C)O","no soluble"
-0.72,"CCC(C)C(C)O","no soluble"
-0.54,"CCCC(O)C(CC)CO","no soluble"
-0.7,"CCC(O)C(C)C","no soluble"
-0.2,"CC(C)C(C)O","soluble"
-1.22,"CC(C)C(O)C(C)C","no soluble"
-1.93,"OC(c1ccccc1)C(O)c1ccccc1","no soluble"
0.7,"OCC(O)C(O)CO","soluble"
1.09,"OCC(O)C(O)C(O)C(O)CO","soluble"
-3.8,"CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1","no soluble"
-1.42,"CC1(C(=O)O)CCC(C(=O)O)C1(C)C","no soluble"
-2.28,"O=C(O)c1ccccc1-c1ccccc1C(=O)O","no soluble"
-2.06,"Cc1ccccc1C(=O)O","no soluble"
-2.11,"O=C(O)c1ccccc1C(=O)O","no soluble"
-2.14,"Cc1cccc(C(=O)O)c1","no soluble"
-2.6,"Cc1ccc(C(=O)O)cc1","no soluble"
-1.55,"O=C(O)c1ccccc1","no soluble"
-1.45,"O=C(O)C1CCCCC1","no soluble"
-0.29,"CC(C)(C(=O)O)C(C)(CC(=O)O)C(=O)O","soluble"
-2.06,"C=C(C(=O)O)c1ccccc1","no soluble"
0.01,"C=C(C)C(=O)O","soluble"
-2.65,"O=C(O)Cc1cccc2ccccc12","no soluble"
-0.89,"O=C(O)Cc1ccccc1","no soluble"
-1.41,"O=C(O)CCc1ccccc1","no soluble"
-5.68,"CCCCCCCCCCCCCCCCCC(=O)O","no soluble"
-6.81,"CCCCCCCCCCCCCCCC(=O)O","no soluble"
-4.31,"CCCCCCCCCCCCCCC(=O)O","no soluble"
-5.33,"CCCCCCCCCCCCCC(=O)O","no soluble"
-4.62,"CCCCCCCCCCCC(=O)O","no soluble"
-3.55,"CCCCCCCCCCC(=O)O","no soluble"
-3.44,"CCCCCCCCCC(=O)O","no soluble"
-3.4,"C=CCCCCCCCCC(=O)O","no soluble"
-2.75,"CCCCCCCCC(=O)O","no soluble"
-1.89,"O=C(O)CCCCCCCC(=O)O","no soluble"
-2.3,"CCCCCCCC(=O)O","no soluble"
-1.06,"CCCCCC(=O)O","no soluble"
-0.82,"O=C(O)CCCCC(=O)O","no soluble"
1,"O=C(O)CCCC(=O)O","soluble"
-0.19,"CCCC(=O)O","soluble"
-5.06,"O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1","no soluble"
-0.2,"O=C(O)CCC(=O)O","soluble"
1.22,"CC(=O)O","soluble"
-3.22,"O=C(O)C(c1ccccc1)c1ccccc1","no soluble"
-1.86,"CCCC(CCC)C(=O)O","no soluble"
-0.81,"CCC(CC)C(=O)O","no soluble"
-3.7,"CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1","no soluble"
-3.99,"CC(C)Cc1ccc(C(C)C(=O)O)cc1","no soluble"
0.28,"CC(C)C(=O)O","soluble"
-2.48,"O=C(O)C=Cc1ccccc1","no soluble"
-1.77,"CC=CC=CC(=O)O","no soluble"
0.38,"O=C(O)C(=O)O","soluble"
-6.7,"Cc1cc(O)ccc1OP(=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O","no soluble"
-6.01,"Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1","no soluble"
0.43,"CCOP(=O)(OCC)OCC","soluble"
0.65,"CNC(=O)C=C(C)OP(=O)(OC)OC","soluble"
-4.38,"c1ccc2c(c1)sc1ccccc12","no soluble"
-3.94,"CN1c2ccccc2Sc2ccc(CC(=O)O)cc21","no soluble"
-3.98,"N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2","no soluble"
-4.22,"COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2","no soluble"
-4.74,"CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1","no soluble"
-4.3,"CN(C)CCCN1c2ccccc2Sc2ccccc21","no soluble"
-4.26,"CC(CN1c2ccccc2Sc2ccccc21)N(C)C","no soluble"
-5.41,"CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O","no soluble"
-2.07,"Cc1cccc2sc3nncn3c12","no soluble"
-3.71,"CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1","no soluble"
-2.59,"CCc1cccs1","no soluble"
-2.64,"CN(C)CCN(Cc1cccs1)c1ccccn1","no soluble"
-3.14,"CC1=C(C(=O)Nc2ccccc2)SCCO1","no soluble"
-2.43,"CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1","no soluble"
-1.77,"O=C1CSC(=S)N1","no soluble"
-2.13,"CN1CSC(=S)N(C)C1","no soluble"
-2.39,"Cc1ccsc1","no soluble"
-1.47,"O=C(O)c1ccsc1","no soluble"
-1.45,"c1ccsc1","no soluble"
-1.5,"c1ccc2scnc2c1","no soluble"
-3.68,"Cc1ccc2nc(-c3ccc(N)cc3)sc2c1","no soluble"
-4.87,"CN(C(=O)COc1nc2ccccc2s1)c1ccccc1","no soluble"
-3.18,"Sc1nc2ccccc2s1","no soluble"
-0.36,"Nc1nccs1","soluble"
-1.88,"CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O","no soluble"
-2.68,"CC(C)N1C(=O)c2ccccc2NS1(=O)=O","no soluble"
-4.16,"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O","no soluble"
-1.64,"O=C1NS(=O)(=O)c2ccccc21","no soluble"
-6.24,"COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1","no soluble"
-4.28,"CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12","no soluble"
-4.71,"CCN1c2ccccc2N(C)C(=S)c2cccnc21","no soluble"
-4.63,"CCN1c2ncccc2C(=S)N(C)c2cccnc21","no soluble"
-2.36,"S=c1ncc2nccnc2[nH]1","no soluble"
-2.71,"S=c1cnc2cncnc2[nH]1","no soluble"
-3.36,"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O","no soluble"
-3.46,"C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O","no soluble"
-0.71,"S=C1NCCN1","no soluble"
-2.77,"S=c1[nH]cnc2nccnc12","no soluble"
-2.26,"O=c1cc[nH]c(=S)[nH]1","no soluble"
-2.15,"CCCc1cc(=O)[nH]c(=S)[nH]1","no soluble"
-2.43,"Cc1cc(=O)[nH]c(=S)[nH]1","no soluble"
-3.93,"CN(C)C(=O)SCCCCOc1ccccc1","no soluble"
-2.58,"CCCSCCC","no soluble"
-3.35,"CCCCN(CC)C(=O)SCCC","no soluble"
-0.42,"CSCCC(N)C(=O)O","soluble"
-1.35,"CNC(=NC#N)NCCSCc1nc[nH]c1C","no soluble"
-2.09,"CCSCc1ccccc1OC(=O)NC","no soluble"
-1.34,"CCSCC","no soluble"
-3.4,"CCSC(=O)N(CC)C1CCCCC1","no soluble"
-3.68,"CCSC(=O)N(CC(C)C)CC(C)C","no soluble"
-1.62,"CNC(=O)ON=C(CSC)C(C)(C)C","no soluble"
-4.57,"COP(=S)(OC)Oc1ccc(SC)c(C)c1","no soluble"
-2.39,"CSc1ccccc1","no soluble"
-1.55,"CSc1cnc2ncncc2n1","no soluble"
-1.76,"CSc1ncc2nccnc2n1","no soluble"
-1.55,"CSc1cnc2cncnc2n1","no soluble"
-2.36,"CSc1ncnc2nccnc12","no soluble"
-2.68,"CSc1nc(N(C)C)nc(N(C)C)n1","no soluble"
-2.93,"COCCCNc1nc(NC(C)C)nc(SC)n1","no soluble"
-4,"CCNc1nc(NC(C)(C)C)nc(SC)n1","no soluble"
-3.04,"CCNc1nc(NC(C)C)nc(SC)n1","no soluble"
-4.1,"CSc1nc(NC(C)C)nc(NC(C)C)n1","no soluble"
-2.25,"CSc1nnc(C(C)(C)C)c(=O)n1N","no soluble"
-0.45,"CSC","soluble"
0.11,"CNC(=O)ON=C(SC)C(=O)N(C)C","soluble"
-2.24,"CC(C)SC(C)C","no soluble"
-4.6,"S=C=Nc1cccc2ccccc12","no soluble"
0.32,"NC(N)=S","soluble"
-1.77,"NC(=S)Nc1ccccc1","no soluble"
-1.46,"CCNC(=S)NCC","no soluble"
-2.12,"Sc1ccccc1","no soluble"
-2.71,"Sc1cnc2ncncc2n1","no soluble"
-2.77,"Sc1ncc2nccnc2n1","no soluble"
-2.45,"Cc1cnc(S)nc1O","no soluble"
-2.26,"Oc1ccnc(S)n1","no soluble"
-2.43,"Cc1cc(O)nc(S)n1","no soluble"
-2.36,"Sc1ncnc2nccnc12","no soluble"
-2.27,"O=c1ccnc(S)[nH]1","no soluble"
-0.13,"CC(C)(S)C(N)C(=O)O","soluble"
-2.18,"CCCCS","no soluble"
-0.6,"CCS","no soluble"
-4.71,"CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C","no soluble"
-5.59,"[CH]1CCCCC1.[CH]1CCCCC1.[CH]1CCCCC1.[OH]","no soluble"
-1.98,"CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O","no soluble"
-2.3,"CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1","no soluble"
-3.59,"CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1","no soluble"
-2.82,"Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1","no soluble"
0.04,"CCS(=O)(=O)CC","soluble"
-3.59,"CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1","no soluble"
-4.16,"CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C","no soluble"
-2.02,"Cc1ccccc1S(N)(=O)=O","no soluble"
-1.74,"Cc1ccc(S(N)(=O)=O)cc1","no soluble"
-1.36,"Nc1ccc(S(N)(=O)=O)cc1","no soluble"
-1.61,"CC(=O)Nc1ccc(S(N)(=O)=O)cc1","no soluble"
-1.56,"NS(=O)(=O)c1ccccc1","no soluble"
-3.81,"CCOc1ccc2nc(S(N)(=O)=O)sc2c1","no soluble"
-2.36,"CC(=O)Nc1nnc(S(N)(=O)=O)s1","no soluble"
-1.83,"CC(=O)N=c1sc(S(N)(=O)=O)nn1C","no soluble"
-2.85,"Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1","no soluble"
-2.27,"Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1","no soluble"
-2.44,"Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C","no soluble"
-2.82,"Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1","no soluble"
-2.58,"COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1","no soluble"
-2.7,"Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1","no soluble"
-3.51,"Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1","no soluble"
-3.7,"Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1","no soluble"
-2.24,"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1","no soluble"
-2.54,"COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1","no soluble"
-2.96,"COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1","no soluble"
-3.28,"COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1","no soluble"
-2.32,"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1","no soluble"
-2.62,"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1","no soluble"
-2.91,"Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C","no soluble"
-2.43,"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1","no soluble"
-3.74,"CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1","no soluble"
-1.94,"CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1","no soluble"
-2.41,"Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1","no soluble"
-4.2,"CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1","no soluble"
-1.99,"N=C(N)NS(=O)(=O)c1ccc(N)cc1","no soluble"
