"logS","smiles","Category","id"
-3.21,"CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O","no soluble",979
-1.5,"[nH0]1c2ccccc2sc1","no soluble",3850
-1.4812,"NS(=O)(=O)c1ccc(C(=O)c2ccc(CN3CCOCC3)cc2)s1","no soluble",2958
1.02,"c1c(O)[nH0]ccc1","soluble",2974
-2.48,"CC(C)N(C(=O)CCl)c1ccccc1","no soluble",508
-0.06,"CC(OC)C","soluble",3778
-2.62,"NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O","no soluble",282
-1.17,"ClC(Cl)Cl","no soluble",529
0.96,"Cn1ccccc1=O","soluble",719
-4.74,"c1cccc2c1N(CC1CCCN(C)C1)c1ccccc1S2","no soluble",3630
-4.44,"Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1","no soluble",572
-2,"O=C(CCCCC)OC","no soluble",3885
0.74,"N1CCNCC1C","soluble",2982
-0.8,"CCCC(CC)O","no soluble",3081
0.075,"Cn1cncc1CC(N)C(=O)O","soluble",2839
-1.92,"COc1ccc(C=O)c(C(=O)O)c1OC","no soluble",1259
-3.95,"CCCCCCOC(=O)c1ccc(N)cc1","no soluble",969
-1.742,"O=C(O)c1cccc2cccnc12","no soluble",1881
-3.155,"O=C(C1CCCC1)N(O)C1CCCCC1","no soluble",2624
-3.42,"CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C","no soluble",4304
-2.23,"CCC1(CC)C(=O)NC(=O)N(C)C1=O","no soluble",724
-5.28,"CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O","no soluble",1344
-1.32,"O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CN3C=C=CC=C3)CSC12","no soluble",614
-1.29,"CC(Cl)Cl","no soluble",525
-1.38,"c1c(CCCO)cccc1","no soluble",3153
-4.402,"CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O","no soluble",4475
-2.16,"C1=NN=c2ccccc2=1","no soluble",903
-5.4,"CCCCCCCCOC(=O)c1ccc(cc1)N","no soluble",3670
-1.718,"CNC(=O)COC(=O)c1ccccc1","no soluble",2649
-1.6,"CC(CC(=O)CC(C)=O)C","no soluble",3190
-2.92,"c1c(CC=C)ccc(c1)OC","no soluble",3412
-1.89,"CCCCCOC(=O)C","no soluble",4703
-3.552,"NS(=O)(=O)c1cc2c(s1)SCCC2=O","no soluble",2662
-1.1,"C1=C(C=C(C(=C1[N+](=O)[O-])C(=O)O)[N+](=O)[O-])[N+](=O)[O-]","no soluble",4888
-4.8,"O=C1c2ccccc2Cc2ccccc2N1CCF","no soluble",586
-3.18,"CCN(CC)CCNC(c1cc(c(cc1OC)N)Cl)=O","no soluble",3447
-1.42,"CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12","no soluble",683
-5.4,"O=C1C2CC=CCC2C(N1SC(C(Cl)Cl)(Cl)Cl)=O","no soluble",3672
-1.86,"CCCC(C(=O)O)CCC","no soluble",3234
-3.388,"CCCCCCCCOC(=O)C(C)OC(C)=O","no soluble",2045
-7.21,"Clc1ccccc1-c1cc(Cl)c(Cl)c(Cl)c1Cl","no soluble",258
-2.77,"S=c1[nH]cnc2nccnc12","no soluble",1561
0.412,"O=C(CCCCC(=O)NCCO)NCCO","soluble",2051
-1.23,"O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O","no soluble",713
-3.78,"O=C1c2cc(c(cc2NC(C)N1c1ccccc1C)Cl)[S+2](N)([O-])[O-]","no soluble",3530
-3.36,"CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ","no soluble",4624
-2.36,"Sc1ncnc2nccnc12","no soluble",1600
-1.06,"ClCC","no soluble",4709
-4.02,"COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ","no soluble",4278
-3.02,"O=C/1c3c(O\C(=C\1)C)c(OC)c2occc2c3OC","no soluble",4815
-1.656,"Nc1c(S(=O)(=O)O)ccc2ccccc12","no soluble",2519
-1.92,"ClCC(Cl)CCl","no soluble",517
-4.114,"CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ","no soluble",4641
-4.46,"Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl","no soluble",336
-2.23,"Cc1cc(Cl)ccc1OCC(=O)O","no soluble",388
-4.26,"c1cccc2c1Sc1ccccc1N2CC(C)N(C)C","no soluble",4038
-0.745,"CC1(C(=O)O)NCCc2cc(O)c(O)cc21","no soluble",2191
-2.5,"Nc1c(S(=O)(=O)O)ccc2ncccc12","no soluble",2120
-3.108,"CCCCCC(=O)NCCNC(=O)CCCCC","no soluble",2047
-1.94,"Cc1ccc2ccc(C)nc2c1","no soluble",629
-6.35,"CCCCCCCCCCCCCCCO","no soluble",1419
-2.98,"CN(C)C(=O)C(c1ccccc1)c1ccccc1","no soluble",942
-3.68,"CCC(C)CC","no soluble",209
-1,"C1=CC(=C(C(=C1)O)O)[N+](=O)[O-]","no soluble",4877
-1.33,"O=C(C)Nc1ccccc1","no soluble",3147
-4.55,"CCNc1nc(Cl)nc(NCC)n1 ","no soluble",4496
-3.52,"c1c(C)cc(cc1)Br","no soluble",3498
-2.57,"O=C1NC(=O)NC(C1(CCC(C)C)CC)=O","no soluble",3359
-2.634,"CCCCCCCC(=O)OC1C(O)C(O)OC(CO)C1O","no soluble",2610
-5.616,"CC1(N)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1","no soluble",2708
-2.264,"CCc1nc2cnc(=O)[nH]c2nc1CC","no soluble",2084
-3.32,"c1cccc2C34CCN5CC=6C(CC35)C3C4N(c12)C(CC3OCC6)=O","no soluble",3472
0.08,"C1=CC(=C(C=C1[N+](=O)[O-])O)O","soluble",4878
-0.42,"OCCOCCCC","soluble",3790
-1.679,"N#CCCN(CCC#N)C(Cc1ccc(O)cc1)C(=O)O","no soluble",2356
-6.1367,"NC12CC3CC(CC(C3)C1)C2","no soluble",1840
-2.1,"OCc1c(Cl)cccc1Cl","no soluble",279
-2.62,"[O-][S+2]([O-])(Nc1cc(o[nH0]1)C)c1ccc(cc1)N","no soluble",3369
-4.3,"c1cc2C3CCC4(C)C(CCC4(C#C)O)C3CCc2cc1O","no soluble",4042
-0.585,"O=C(O)CN1CCCCS1(=O)=O","no soluble",2572
-2.3,"BrC1CCCCC1","no soluble",26
-0.46,"COC(=O)c1cccnc1 ","soluble",4589
-2.36,"O=C(C)Nc1[nH0][nH0]c([S+2]([O-])(N)[O-])s1","no soluble",3916
-1.323,"NC(=O)SCC(=O)Nc1ccccc1","no soluble",2344
-1.301,"COc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341","no soluble",2511
-0.56,"O=C2N(c1ncn(c1C(=O)N2CCCCC(=O)C)C)C","no soluble",4763
-2.84,"O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ","no soluble",4386
-1.36,"O=C(CCCC)OC","no soluble",3150
-3.63,"OCCCCCCCCCC","no soluble",3510
-6.39,"Clc1ccc(-c2ccccc2)cc1Cl","no soluble",329
-0.89,"CCCCC(C)O","no soluble",1457
-4.95,"CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C","no soluble",453
-1.99,"[O-][S+2]([O-])(NC(N)=N)c1ccc(cc1)N","no soluble",3883
-1.6,"CN(C)C(=O)Nc1ccccc1","no soluble",947
-5.242,"CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble",2766
-8.71,"Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1","no soluble",263
-0.14,"CCC(=O)OC","soluble",1284
-2.914,"CCCCCCCCSC1C(O)C(O)OC(CO)C1O","no soluble",2805
0.36,"C1=CC=C2C3CC(CNC3)CN2C1=O","soluble",2998
-1.5,"C=CCBr","no soluble",47
-1.11,"COc1ncnc2nccnc12 ","no soluble",4400
-1.92,"c12c(N)cccc1cccc2","no soluble",3875
-3.796,"O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O","no soluble",4464
-0.71,"CNC(=O)ON=CC(C)(C)SC","no soluble",1782
-2.119,"C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O","no soluble",2143
-2.723,"O=C(O)C=CC(=O)Nc1ccccc1","no soluble",2333
-1.52,"O=C(O)c1ccccc1N","no soluble",3171
-3.371,"NS(=O)(=O)c1cc(C(=O)c2ccc(CNCc3ccccc3)cc2)cs1","no soluble",2586
-3.08,"Clc1c(CC(=O)O)c(ccc1Cl)Cl","no soluble",3972
-2.635,"O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O","no soluble",2590
-2.53,"COc1cc(Cl)c(Cl)cc1O","no soluble",303
-1.407,"NC(Cc1n[nH]c2ccccc12)C(=O)O","no soluble",2117
-5.64,"O=C(c1c(C(=O)OCc2ccccc2)cccc1)OCCCC","no soluble",3682
-3.57,"Clc1cc(c(OC)cc1N)C(=O)NCCN(CC)CC","no soluble",4769
0.45,"c1c(C)[nH0]c(cc1)C","soluble",2993
-6.2,"Nc3cc2c1ccccc1ccc2c4ccccc34 ","no soluble",4461
-2.64,"CN(C)CCN(Cc1cccs1)c1ccccn1","no soluble",1535
-2.46,"O=C(C)OCCCCCC","no soluble",3924
-2.68,"[nH0]1c2c(ccc3c2ccc[nH0]3)ccc1","no soluble",3378
-4.57,"Clc1c(Cl)c(ccc1Cl)Cl","no soluble",3610
-6.78,"CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]","no soluble",842
-5.89,"Cc1c2ccccc2cc2ccccc12","no soluble",177
-3.211,"CCOc1ccc([N+](=O)[O-])cc1N","no soluble",2297
-3.37,"OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F","no soluble",4264
-2.17,"CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O","no soluble",797
-4.446,"COc1cc(NC(=O)c2cccnc2)c2ncccc2c1","no soluble",2295
-3.823,"CC(C)Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1","no soluble",2326
-3.62,"Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3","no soluble",4715
0.11,"CNC(=O)ON=C(SC)C(=O)N(C)C","soluble",1588
-2.22,"Oc1cccc2ccccc12","no soluble",1312
-1.82,"O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1","no soluble",4767
-0.56,"CC(C)(NC(=O)c1ccccc1)C(=O)NCC(=O)O","no soluble",2435
-2.7,"Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1","no soluble",1627
-4.63,"C1Cc2cccc3cccc1c23","no soluble",4393
-3.77,"CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C","no soluble",1676
-3.613,"COc1cc(OC)cc(C(=O)N(O)c2cccc(C)c2)c1","no soluble",2616
-3.39,"CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1","no soluble",2601
-7.11,"c1ccc(cc1)c2ccc(cc2)c3ccccc3","no soluble",4436
-3.31,"OC(=O)c1ccc(cc1)Cl","no soluble",3469
-3.59,"NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F","no soluble",4590
-1.908,"Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C","no soluble",2148
0.37,"C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O","soluble",4879
-6.27,"c1c(c2c(Cl)cc(c(c2)Cl)Cl)cccc1","no soluble",3700
-4.9,"CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C","no soluble",549
-6.24,"COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1","no soluble",1552
-0.85,"CN(N=O)C(N)=O","no soluble",1088
-1.396,"Nc1ccc(S(=O)(=O)NC(CO)(CO)CO)cc1","no soluble",2433
-4.966,"O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1","no soluble",1854
1.15,"C1CCNC1","soluble",754
-2.356,"C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O","no soluble",2813
-4.171,"Cc1ccccc1N(O)C(=O)c1ccc(Cl)cc1Cl","no soluble",2614
-7.06,"Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1","no soluble",1770
-4.55,"CCNc1nc(Cl)nc(NCC)n1","no soluble",447
-3.9,"CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1","no soluble",4610
-2.324,"CCC1(CC)C(=O)NC(=S)NC1=O","no soluble",1941
-0.6,"CC(C)C1(C)CCCC(O)C1","no soluble",1738
-2.53,"c1c(OC)c(O)cc(c1Cl)Cl","no soluble",3353
-1.98,"CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O","no soluble",1607
-6.51,"Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1","no soluble",330
-3.05,"Clc1ccccc1Cl","no soluble",365
-1.945,"CCCS(=O)(=O)C(S(=O)(=O)CCC)S(=O)(=O)CCC","no soluble",2063
-1.178,"CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1","no soluble",2755
-4.156,"CCCCC(CCCC)(CCCC)C(=O)NO","no soluble",2207
-2.977,"O=C(Nc1ccccn1)c1cccnc1","no soluble",1915
-4.4274,"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21","no soluble",1823
-5.64,"ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl","no soluble",234
-1.93,"O=C(O)c1cc(=O)[nH]c(=O)[nH]1","no soluble",819
-7.2,"Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1","no soluble",527
-4.648,"COc1ccc2cc(C(C)C(=O)OCC(C)=O)ccc2c1","no soluble",2776
-2.41,"COc1ccc(cc1)N(=O)=O","no soluble",4282
-2.09,"CCSCc1ccccc1OC(=O)NC","no soluble",1570
-1.84,"OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O","no soluble",469
-1.28,"[nH0]1c(C)cc(N)[nH0]c1C","no soluble",3831
-2.48,"O=C1N(C(=O)C(=C(C)N1)Cl)C(C)(C)C","no soluble",3348
-1.59,"COC(=O)c1ccc(cc1)N","no soluble",3187
-6.9,"ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2","no soluble",4136
-4.428,"CCCCCCOC(=O)c1ccc(O)c(I)c1","no soluble",2411
-3.04,"FC(C(Cl)(F)F)(Cl)Cl","no soluble",3967
-0.29,"OC(C(C)(C)C(C)(CC(O)=O)C(O)=O)=O","soluble",3035
-2.06,"CC(C)=CCCC(C)=CC(=O)","no soluble",4122
-4.47,"CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]","no soluble",838
-1.36,"CC","no soluble",201
-5.43,"c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ","no soluble",4179
-0.04,"CCOC(C)=O","soluble",1247
-2.617,"CC(OC(=O)Nc1cccc(Cl)c1)C#C","no soluble",4529
-2.52,"CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O","no soluble",28
-3.51,"CCCOC(=O)c1ccc(O)c(Br)c1","no soluble",2389
-9.16,"Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl","no soluble",254
-3.551,"CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O","no soluble",2371
-4.286,"CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl","no soluble",4695
-1.383,"CCSC(=S)NC(CC(=O)O)C(=O)O","no soluble",2699
-0.14,"CCN(CC)CC","soluble",929
-4.38,"CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O","no soluble",394
-6.12,"C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]","no soluble",843
-1.3785,"CC(C)CN(C)Cc1cc(C(=O)c2ccc(S(N)(=O)=O)s2)ccc1O","no soluble",2928
-1.48,"O=c1cc[nH]c(=O)[nH]1","no soluble",780
-1.26,"Cc1ncc(N(=O)=O)n1CCO ","no soluble",4569
-1.55,"Oc1ccc(Cl)cc1Cl","no soluble",340
-2.483,"CC(C)=NNC(=N)N1Cc2cccc3cccc(c23)C1","no soluble",2577
-10.41,"Clc1c(c2c(Cl)c(Cl)c(c(c2Cl)Cl)Cl)c(Cl)c(cc1Cl)Cl","no soluble",4119
-7.66,"Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ","no soluble",4729
1.07,"C1CCNCC1","soluble",755
-5.4,"c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1","no soluble",628
-1.95,"CCC(CC)[N+](=O)[O-]","no soluble",4851
-8.66,"c1c2c(ccc3c2cccc3)cc2c1ccc1ccccc12","no soluble",4116
-1.85,"c1c(C(=O)OC)cccc1","no soluble",3869
-2.18,"[O-][S+2]([O-])(NC(NCCCC)=O)c1ccc(cc1)N","no soluble",3289
-3.4,"CCSC(=O)N(CC)C1CCCCC1","no soluble",1572
-5.03,"O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21","no soluble",531
-6.68,"c1ccc2c(c1)Cc1c-2ccc2ccccc12","no soluble",81
-8.18,"Cc1cc(Cc2ccc(Cl)cc2)c(Cl)c(Cl)c1Cl","no soluble",1751
-1.22,"[O-][N+](=O)c1cnc(n1CCO)C","no soluble",4770
-2.11,"CCCCC(CC)CO","no soluble",1436
-1.75,"C=CCl","no soluble",512
-5.06,"BrCCCCCCCC","no soluble",3649
-1.96,"O=C(O)c1ccc(cc1O)N","no soluble",4803
-4.47,"CC1CCC(C)CC1","no soluble",107
-4.57,"C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C","no soluble",1327
-2.82,"Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O","no soluble",341
-1.886,"O=C2NC(=O)C1(CC1)C(=O)N2 ","no soluble",4201
-6.3,"CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble",744
-1.43,"CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O","no soluble",2008
-2.78,"Ic1ccccc1","no soluble",603
-4.74,"CC(C)CC(C)(C)C","no soluble",119
-3.916,"O=C1c2cc(CCCCO)ccc2OCc2ccsc21","no soluble",2731
-0.94,"CC1CCCCC1=O","no soluble",1158
-3.66,"CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1","no soluble",452
-2.517,"CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1","no soluble",2205
-3.426,"CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21","no soluble",2456
-5.46,"O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1","no soluble",881
0.64,"OCC1(C(C(C(CO1)O)O)O)O","soluble",2983
-0.46,"c1c(O)ccc[nH0]1","soluble",3047
-2.55,"CC(C)C","no soluble",218
-6.25,"c1c(c2c(Cl)ccc(c2)Cl)ccc(c1)Cl","no soluble",3698
-0.976,"Cc1cc(Oc2ccccn2)nn1C","no soluble",1944
-2.122,"Nc1c2ccccc2nc2cc(F)ccc12","no soluble",2469
-4,"[nH0]1c(NC(C)(C)C)[nH0]c([nH0]c1NCC)SC","no soluble",3546
-4.74,"CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1","no soluble",1528
-5.41,"CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O","no soluble",1531
-8.23,"c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13","no soluble",65
-4.12,"c1c(CC(C)C)cccc1","no soluble",3557
-2.16,"Oc2ccc1ncccc1c2 ","no soluble",4236
-1.484,"CCOc1nc(OCC)nc(OCC)n1","no soluble",2091
0.02,"c2cnc1ncncc1n2","soluble",4627
-2.47,"c1c(C(=O)O)c(Cl)c(cc1Cl)N","no soluble",3347
-2.494,"NC(CSCCCSCC(N)C(=O)O)C(=O)O","no soluble",1971
-4.31,"CC(=CCc1c2OC(=O)C=Cc2ccc1OC)C","no soluble",3586
-1.33,"O=C(C)CCC(C)C","no soluble",3148
-1.185,"CCOC(=O)C(C)(C)NC(=O)c1ccccc1","no soluble",2189
-3.78,"CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ","no soluble",4323
-1.12,"c1c(CCN)ccc(c1)O","no soluble",3121
-4.002,"CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC","no soluble",2457
-5.259,"ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl","no soluble",4360
-5.162,"Cc1c(OCc2ccccc2)ccc2c(=O)cc(N3CCOCC3)oc12","no soluble",2725
-3.8561,"O=C(O)c1cc(Br)c(O)cc1O","no soluble",1819
-2.09,"Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1","no soluble",829
-6.05,"CCCCCCCCCCCCCCO","no soluble",1420
-2.38,"c1c(Cl)cccc1","no soluble",3328
-2.6468,"Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1","no soluble",1820
-4.4961,"CNCCC=C1c2ccccc2CCc2ccccc21","no soluble",1828
-2.52,"CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC","no soluble",1663
-2.706,"CCCOC(=O)c1ccc(O)cc1","no soluble",1856
-1.655,"Nc1c2ccccc2nc2c(F)cccc12","no soluble",2470
-5.25,"Clc1ccc(-c2ccccc2)c(Cl)c1","no soluble",333
-6.637,"c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1","no soluble",4647
-2.061,"O=S(=O)(C1CCCCC1)C1CCCCC1","no soluble",2174
-1.74,"ClC(C(Cl)Cl)Cl","no soluble",3214
-1.414,"CC(C)CCOC(=O)C1CN2CCC1CC2C(O)c1ccnc2ccccc12","no soluble",2521
0.64,"OCC1OC(O)(CO)C(O)C1O","soluble",1113
-2.92,"C=CCc1ccc(OC)cc1","no soluble",1264
-1.47,"CCCCC(CC)O","no soluble",3847
-1.21,"CC(COC(=O)C=C)C","no soluble",3131
-3.15,"c1c(OC(=O)c2ccccc2O)cccc1","no soluble",3446
0.52,"Nc1nc[nH]n1","soluble",823
-2.4,"COc1c2occc2c(OC)c2c(=O)cc(C)oc12","no soluble",1092
-4.04,"COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1","no soluble",851
-1.728,"CC(CCC(=O)O)=NNC(=O)c1nccs1","no soluble",2146
-1.9586,"CCc1cc(O)ccc1C(=O)O","no soluble",2919
-9.09,"Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl","no soluble",1709
-2.995,"O=C(O)c1c(Cl)cccc1N=Nc1ccc(O)cc1","no soluble",2436
-4.95,"CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O","no soluble",1372
-2.33,"CCOc1ccccc1","no soluble",1230
-3.54,"Clc1ccccc1I","no soluble",594
-1.35,"CNC(=NC#N)NCCSCc1nc[nH]c1C","no soluble",1569
-4.35,"O=C(CCC(C)C1CCC2C3CC(C4CC(CCC4(C)C3CC(C12C)O)O)O)O","no soluble",3589
-3.7,"Cc1cccc2ccccc12","no soluble",179
-2.063,"C=CC1(C=C)C(=O)NC(=O)NC1=O","no soluble",2734
-0.86,"c1c(C=O)c(O)ccc1","no soluble",3095
0.39,"OC1COC(O)C(O)C1O","soluble",1137
-6.27,"Clc1cc(Cl)c(-c2ccccc2)cc1Cl","no soluble",293
-2.199,"O=S(=O)(O)c1cc(I)c(O)c2ncccc12","no soluble",2221
-3.28,"OC1C=CC2C34CCN(C)C2Cc2ccc(c(c23)OC14)O","no soluble",3984
-1.694,"Nc1ccc(S(=O)(=O)N=C2CC=CN2)cc1","no soluble",2126
-1.76,"CCN(CC)CC(=O)Nc1c(C)cccc1C","no soluble",930
-3.046,"O=C1CNC(=O)c2cc(Cl)ccc2N1","no soluble",2811
-1.36,"Nc1ccc(S(N)(=O)=O)cc1","no soluble",1616
-2.997,"NC(CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O","no soluble",2449
-4.73,"c3ccc2c(O)c1ccccc1cc2c3 ","no soluble",4331
-7.355,"CCC=CCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble",2782
-3.14,"O1c2cc3CCN(C)C(c3c(c2OC1)OC)C1c2ccc(c(c2C(=O)O1)OC)OC","no soluble",3442
-1.82,"O=C(O)c1ccccc1O","no soluble",1341
-4.11,"O=C1c2c(ccc(c2OC)OC)C(C2c3cc4c(cc3CCN2C)OCO4)O1","no soluble",4033
-3.197,"CCCCCCCNC(=O)c1cccnc1","no soluble",1922
-4.55,"[nH0]1c(NCC)[nH0]c(NCC)[nH0]c1Cl","no soluble",3609
0.31,"NC(CC)C(O)=O","soluble",3001
-4.19,"O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl","no soluble",479
-2.87,"NC(C1=C(C(C2C(C3C(C)c4cccc(c4C(C3=C(C2(C1=O)O)O)=O)O)O)N(C)C)O)=O","no soluble",3405
-4.76,"COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]","no soluble",853
-10.26,"Clc1c(Cl)c(c2cc(c(c(Cl)c2Cl)Cl)Cl)c(c(c1Cl)Cl)Cl","no soluble",4118
-4.4,"c1c(Br)cc2c(cccc2)c1","no soluble",3595
-5.82,"Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl","no soluble",4474
-3.583,"Nc2nc1[nH]cnc1c(=O)[nH]2 ","no soluble",4619
0.51,"CCc1ccccn1","soluble",677
-1.47,"O=C(O)c1ccsc1","no soluble",1541
-4.19,"CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C","no soluble",1655
-6.56,"c1c(Cl)ccc(c1)c1ccc(cc1)Cl","no soluble",3709
-5.094,"COc1ccc2[nH]cc(CCNC(C)=O)c2c1","no soluble",2163
-3.19,"Clc1c(Br)cccc1","no soluble",3978
-1.7,"Clc1c(C(=O)O)c(c(cc1)Cl)OC","no soluble",3207
-3.194,"O=C(c1ccco1)N(O)c1ccccc1","no soluble",1943
-5.17,"c1c(N)cc2c(cc3c(c2)cccc3)c1","no soluble",3654
-2.794,"Cc1ccccc1N(O)C(=O)CCc1ccccc1","no soluble",2608
-5.4,"CCCCCCCCOC(=O)c1ccc(N)cc1","no soluble",967
-3.292,"CCCOC(=O)c1ccc(NC(C)=O)cc1","no soluble",2735
-1.57,"CNC(=O)Oc1ccccc1C2OCCO2","no soluble",4404
-6.98,"Brc1cc(Br)c(Br)cc1Br","no soluble",3
-7.337,"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2","no soluble",4196
-1.1871,"NC(CS)C(=O)O","no soluble",2917
-3.02,"C1=CC(=C(C=C1S(=O)(=O)N)[N+](=O)[O-])Cl","no soluble",4869
-1.4927,"C=CCc1ccccc1OCC(O)CNC(C)C","no soluble",1834
