"logS","smiles","Category","id"
-3.079,"NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1","no soluble",2330
-1.382,"CS(=O)(=O)c1ccc(C(=N)N)cc1","no soluble",2466
-4.02,"COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl","no soluble",247
-3.337,"O=C(CS)Nc1ccc2ccccc2c1","no soluble",2732
-3.14,"CC1=C(C(=O)Nc2ccccc2)SCCO1","no soluble",1536
-2.22,"O=N(=O)OCC(CON(=O)=O)ON(=O)=O","no soluble",4402
-1.023,"N=C(N)c1ccc(CCc2ccc(C(=N)N)o2)o1","no soluble",2486
-3.96,"c1c2cccc3C=Cc(c23)cc1","no soluble",3486
-2.302,"NC(=O)c1ccc(S(N)(=O)=O)cc1","no soluble",2324
-3.04,"CC(c1ccc(CC(C)C)cc1)C(NO)=O","no soluble",3371
-0.19,"CCCC(=O)C","soluble",4096
-2.02,"Cc1ccccc1S(N)(=O)=O","no soluble",1614
-0.85,"OCc1ccccc1OC1OC(CO)C(O)C(O)C1O","no soluble",1134
-2.65,"C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O","no soluble",30
-3.124,"NC(CCSSCCC(N)C(=O)O)C(=O)O","no soluble",2005
-1.349,"O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1","no soluble",2754
0.7,"OCC(O)C(O)CO","soluble",1476
-1.224,"CN(C)CC(O)c1ccc(Cl)c2ccccc12","no soluble",2509
-3.68,"Cc1cc2c(cc1C)N(CC(C(C(CO)O)O)O)C=1C(C(NC(N1)=O)=O)=N2","no soluble",3463
-6.81,"CCCCCCCCCCCCCCCC(=O)O","no soluble",1494
-2.015,"CN(C)c1ccc(C(=O)O)cc1C(=O)O","no soluble",2414
0.43,"O=C(OCC(=O)N(CCO)CCO)c1ccccc1","soluble",2668
-7.56,"Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","no soluble",1711
-2.155,"NC(=O)c1cccc(S(N)(=O)=O)c1","no soluble",2300
-6.64,"CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C","no soluble",1203
-0.367,"NC(=O)NC1(O)NC(=O)NC1(O)C(=O)O","soluble",2257
-2.29,"c1c(OCC(=O)O)ccc(c1)Cl","no soluble",3852
-3.346,"CCC(CC)(Cc1ccc(C)cc1)C(=O)NO","no soluble",2231
-6.57,"Cc1cc2c3ccccc3ccc2c4ccccc14","no soluble",4095
-5.14,"CCCCSP(=O)(SCCCC)SCCCC","no soluble",1660
-1.07,"O=C1C(=CNC(=O)N1)F","no soluble",3059
-1.64,"ClC(=C)Cl","no soluble",3144
-2.22,"O=C(C(C)Oc1ccccc1Cl)O","no soluble",3242
-0.27,"O=C(O)C1C2CCC(O2)C1C(=O)O","soluble",1105
-2.296,"O=c1[nH]cnc2nc[nH]c12","no soluble",4180
-2.52,"OC(Cc1ccccc1)c1ccccc1","no soluble",1450
-3.51,"c1c(Nc2ccccc2)cccc1","no soluble",3441
-1.85,"CCCCOCCCC","no soluble",1206
-2.41,"s1c(C)[nH0][nH0]c1N[S+2]([O-])(c1ccc(cc1)N)[O-]","no soluble",3281
-0.48,"CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12","soluble",645
-0.55,"CC(OCC)C","no soluble",3739
-8.4,"CCCCCCCCCCCCCCCC","no soluble",133
-2.06,"C=CCC1(CC=C)C(=O)NC(=O)NC1=O","no soluble",804
-7.21,"Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl","no soluble",4240
-4.43,"[nH0]1c(NC(C)C)[nH0]c(NC(C)C)[nH0]c1Cl","no soluble",3544
-0.83,"C=CCS(=O)SCC=C","no soluble",4526
-5.37,"C1=C2CCC3C(CCC4(C)C3CCC4OC(CC)=O)C2(C)CCC1=O","no soluble",3614
-3.36,"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O","no soluble",1558
-1.327,"CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1","no soluble",2640
-1.52,"Nc1ccccc1Cl","no soluble",368
-1.645,"CCN(CC)CCOC(=O)c1ccc(NC(C)=O)cc1","no soluble",2437
-1.66,"COC(=O)c1ccccc1C(=O)OC","no soluble",1270
-5.07,"CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble",747
-3.08,"O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12","no soluble",1139
-8.65,"Clc1c(c2c(ccc(Cl)c2Cl)Cl)c(ccc1Cl)Cl","no soluble",4060
-2.09,"COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43","no soluble",639
-1.54,"c1cc(-c2ccncc2)ccn1","no soluble",707
-2.63,"CCC(=O)c1ccc(cc1)N","no soluble",3318
-5.64,"CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1","no soluble",1209
-2.77,"Sc1ncc2nccnc2n1","no soluble",1596
-6.68,"C1c2c(ccc3c2cccc3)c2ccccc21","no soluble",3658
-1.96,"[O-][N+](c1c(OC)cccc1)=O","no soluble",3201
-4.37,"O=C(Nc1cccc(Cl)c1)OCC#CCCl","no soluble",486
-2.56,"CC1=C(C(=O)Nc2ccccc2)CCCO1","no soluble",1038
-0.903,"COc1c2occc2c(CN)c2ccc(=O)oc12","no soluble",2548
-10.41,"Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl","no soluble",241
-0.62,"Cc1c(N)c(=O)n(-c2ccccc2)n1C","no soluble",832
-2.23,"COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C","no soluble",647
-4.88,"CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C","no soluble",459
-1.76,"O=C(N)c1ccccc1O","no soluble",3163
-0.17,"Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O","soluble",710
-1.19,"O=Cc1ccccc1","no soluble",1287
-3.24,"Nc1ccc(Cl)c(Cl)c1","no soluble",342
-3.04,"C1Cc2ccccc2C1","no soluble",4145
-2.304,"Cc1c(NC(=O)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C","no soluble",2380
-1.47,"c1c(C(=O)O)csc1","no soluble",3110
-2.39,"c1c(C)csc1","no soluble",3864
-6.51,"Clc1c(c2c(Cl)cc(cc2)Cl)ccc(c1)Cl","no soluble",4040
-5.507,"CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C","no soluble",4368
-2.89,"BrCCC(C)C","no soluble",3354
-3.28,"OC1C=CC2C34CCN(C)C2Cc2ccc(c(c23)OC14)O","no soluble",3929
-1.5,"ClCC[S+2]([O-])([O-])CCCl","no soluble",3112
-2.07,"Cc2cccc3sc1nncn1c23","no soluble",4599
0.009,"CC(=O)NC(Cc1ccc(O)cc1)C(=O)O","soluble",2291
-4.43,"c1[nH]c2c(n1)c(=O)[nH]c(n2)N","no soluble",4710
-4.469,"O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO","no soluble",2817
-2.64,"O=C1NCNC(=O)C1(c1ccccc1)CC","no soluble",3887
-3.04,"c1c(Cl)cc(cc1)Cl","no soluble",3913
-6.14,"Clc1ccc(cc1)c2c(Cl)cccc2Cl","no soluble",4589
-3.27,"c1c(Cl)ccc(c1)Cl","no soluble",3927
-1.96,"O=C(O)C=Cc1c[nH]cn1","no soluble",776
-4.118,"O=c1[nH]c(Nc2ccccc2)nc2[nH]cnc12","no soluble",2599
1.58,"O=C(C)N","soluble",2906
-2.47,"Nc1cc(Cl)cc(C(=O)O)c1Cl","no soluble",310
-1.06,"ClCC","no soluble",4654
-2.36,"O=C(C)Nc1[nH0][nH0]c([S+2]([O-])(N)[O-])s1","no soluble",3861
-4.58,"FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O","no soluble",4719
-4.2557,"CN=C(NC#N)NCCSCc1nc[nH]c1C","no soluble",1805
-0.94,"O=C1CCCCC1C","no soluble",3757
-0.24,"CCC(CC)O","soluble",2978
-6.124,"CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O","no soluble",4162
-4.576,"CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2","no soluble",4226
-1.84,"O=C(c1ccccc1O)N","no soluble",4766
-3.499,"Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O","no soluble",4472
-3.46,"O=S(=O)(c1ccc(cc1)C)NC(=O)NCCCC","no soluble",4744
-4.74,"Cc1cccc2c(C)cccc12","no soluble",176
-2.92,"c1c(O)c2cccc(c2cc1)O","no soluble",3356
-2.167,"O=C1CCCCCN1C(=O)c1ccccc1","no soluble",2107
-2.654,"Cc1ccc2c(c1)C=CS2(=O)=O","no soluble",1864
-2.93,"O=C1NC(=O)C2C=CC=CC12","no soluble",739
-0.91,"NC(=O)c1cnccn1","no soluble",1005
-2.593,"O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C","no soluble",4629
-1.6,"CCCCC(C)(CC)O","no soluble",3803
-4.85,"Cc1cccc(Oc2cccc(C)c2)c1","no soluble",1157
-0.03,"C1CCOCC1","soluble",1122
-4.3,"C/C1CCCCC1\C","no soluble",4480
-5.87,"Clc1ccc2c(c1)Oc1ccccc1O2","no soluble",1678
-2.36,"CN(C(=O)NC1CCCCCCC1)C","no soluble",3268
-4.82,"COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl","no soluble",442
-1.91,"C1C2CCC(CC1OC(C(c1ccccc1)CO)=O)N2C","no soluble",3188
-8.06,"c1ccc2c(c1)ccc1c3ccccc3ccc21","no soluble",73
-1.454,"C#CCC(NC(=O)OC(C)(C)C)C(=O)NCC(=O)OC","no soluble",2536
-1.413,"NC(C(=O)NCC(=O)O)c1ccccc1","no soluble",2305
-2.29,"O=N(=O)c1cccc(c1)N(=O)=O","no soluble",4448
-3.049,"COC(=O)c1ccc(N(C)C)cc1","no soluble",2208
-2.57,"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O","no soluble",793
-1.32,"BrC=CBr","no soluble",58
-1.921,"CCCCCCCCOCC(O)CO","no soluble",2012
-0.42,"c1ccccc1C(C(C)NC)O","soluble",2989
-4.48,"COc1ccc2c(c1)[nH]c1c(C)nccc12","no soluble",2046
-0.96,"N#CCC=CC","no soluble",3049
-3.46,"c1c(C=CC=CC(=O)N2CCCCC2)cc2c(OCO2)c1","no soluble",3936
-6.637,"c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1","no soluble",4592
-0.876,"Cn1cnc2n(C)c(=O)n(C)c(=O)c12","no soluble",4631
-5.27,"Clc1ccccc1-c1ccccc1Cl","no soluble",357
-0.96,"O=Cc1ccc(O)cc1","no soluble",1358
